ADVANCED,GP,GS,MPG,USG%,OFF RTG,DEF RTG,TS%,EFG%,FT RATE,3FG TEND,OFF REB%,DEF REB%,REB%,AST%,STL%,BLK%,TO%
"1 Cambridge, Desmond AAMU",29,29,29.5,34.1,102.9,78.9,0.506,0.433,44.4,53.2,3.6,8.3,5.2,39.00%,9.30%,1.20%,16.70%
"2 Maxiell, Jason CIN",35,3,21,18.4,118.7,79.8,0.573,0.557,39,0,12.4,22.5,16.4,0.80%,1.90%,6.70%,9.60%
"3 Wade, Dwyane MARQ",32,32,29.2,33.5,109.3,83.1,0.543,0.507,33.8,11.4,10.8,16.2,12.6,27.90%,5.10%,4.50%,15.40%
"4 Little, Donald CIN",35,33,24.2,17.5,97,83.4,0.526,0.497,75.7,0,9.1,21.3,14.3,4.30%,0.60%,6.50%,21.10%
"5 Kent, Rashod RUTG",31,31,30.6,19.1,97.3,84.5,0.508,0.541,86.7,0,13.6,20.3,15.3,11.10%,3.40%,5.90%,18.10%
"6 Dunleavy, Mike DUKE",35,35,32.4,22.5,118.4,85.7,0.601,0.581,26.4,51.7,4.5,19.2,11.3,10.80%,3.70%,2.10%,11.00%
"7 Wiedemann, Chris COL",27,26,29.6,21,84.3,86.6,0.507,0.471,49.7,7.5,9.2,21.3,14.3,10.70%,1.50%,10.40%,26.50%
"8 Chambers, Shannon COLCH",22,20,22.9,21.8,104.1,86.7,0.524,0.458,57,15.5,9.9,19.1,13.7,9.20%,2.20%,5.20%,16.10%
"9 Benton, Mike COLCH",28,14,19,17.1,105,86.8,0.546,0.513,50.4,0,15.2,17.8,15.4,1.50%,1.50%,10.80%,18.80%
"10 Lett, Ontario PITT",35,1,18.1,24.2,110.5,87.1,0.593,0.57,49.8,0,13.6,16,13.5,9.20%,2.10%,6.40%,16.30%
"11 Blankson, Odartey MARQ",29,27,22.9,22,96.4,87.1,0.526,0.497,42.1,21,9,23,15,6.30%,2.30%,1.60%,20.30%
"12 Kitchings, Tony SCAR",34,13,20.5,21.8,93.3,87.1,0.48,0.458,37.3,0.5,11.3,25.6,16.5,9.50%,1.90%,5.20%,17.70%
"13 West, David XAVIER",32,32,34.2,26.6,115.3,87.1,0.621,0.548,65.8,7.9,10.1,21.7,15,10.70%,2.10%,7.00%,17.30%
"14 McFarlin, Ivan OKST",32,31,25.9,18.3,123.3,87.4,0.631,0.614,36,0,14.7,17.7,15.1,4.80%,3.30%,4.40%,13.30%
"15 Gooden, Drew KAN",37,36,30.3,29.2,111.7,87.6,0.56,0.512,36,6.4,12.3,24.7,17.6,11.00%,2.90%,4.10%,14.10%
"16 Lewis, Greg WINTHR",31,28,28,31.2,98.9,87.6,0.532,0.501,35.6,12.1,12.6,27.7,18,10.40%,3.20%,2.50%,17.30%
"17 Robinson, Ron CCSU",32,32,32,19.3,100.9,87.6,0.535,0.489,31,1.8,8.9,22.9,14.8,12.20%,2.50%,1.60%,20.60%
"18 Brown, Jabahri OU",30,24,21.9,12.5,107.3,87.7,0.511,0.504,27.2,0,11.8,16.9,13,7.10%,3.30%,6.40%,18.10%
"19 Eidson, Chuck SCAR",37,37,30,17.8,101.8,87.8,0.508,0.453,35,38.6,2.9,12.5,6.8,22.80%,4.90%,1.20%,18.20%
"20 Knight, Brandin PITT",35,35,36.7,25,106.6,88,0.526,0.53,32.4,57.5,2.5,12.3,6.9,39.30%,3.90%,1.40%,17.80%
"21 Obasuyi, Nosa RADFRD",31,15,23.2,16.8,93.9,88.1,0.485,0.444,51.9,0,10.4,17.9,13.1,9.00%,2.10%,10.30%,21.30%
"22 Stokes, Leonard CIN",35,35,28.3,22.9,111,88.2,0.56,0.505,46.4,25.5,5.4,12.3,8.3,9.50%,1.90%,1.30%,13.50%
"23 Howell, Rolando SCAR",36,31,26.4,20.6,106.6,88.3,0.522,0.498,42.6,0.3,10.4,17.1,12.4,8.30%,3.70%,1.90%,11.10%
"24 Linehan, John PROV",31,30,33.7,19,109.4,88.3,0.548,0.48,38.4,53,3,9.8,5.7,26.70%,7.40%,0.00%,16.90%
"25 Merritt, Scott MARQ",33,20,20,17.9,97.4,88.4,0.538,0.458,62.7,2.1,7.3,18.7,12.2,6.50%,1.90%,4.80%,23.00%
"26 Violette, Cory GONZ",33,31,26.3,22.8,119.2,88.7,0.57,0.516,40.9,12.5,12.3,21.3,15.7,7.30%,2.00%,3.50%,10.40%
"27 Okafor, Emeka UCONN",34,34,30,12.4,116.1,88.7,0.611,0.59,51.7,0,10.5,20.4,14.2,4.40%,1.40%,12.40%,17.70%
"28 Southall, Michael UL-Laf",31,29,28.6,22.8,107.2,88.7,0.565,0.544,58.3,0,9.9,17.6,12.8,16.30%,1.60%,10.80%,16.30%
"29 Edwards, Corsley CCSU",32,32,31,25.5,114,88.8,0.57,0.504,51,0,15.6,16,14.3,6.70%,2.70%,5.00%,14.10%
"30 Davis, Kyle AUB",24,14,20.3,17.9,85.2,88.8,0.483,0.464,56.3,0,10.1,17,12.3,5.10%,1.50%,15.70%,23.50%
"31 Haslem, Udonis FLA",31,31,28.3,25.3,118.8,88.9,0.626,0.562,90.1,0.4,10.9,21.3,14.7,11.10%,1.80%,4.80%,15.80%
"32 Curry, Raynardo WKU",29,18,20.4,16.6,104.3,89,0.543,0.449,68.6,24.6,2.8,9.1,5.5,18.70%,4.90%,0.50%,23.00%
"33 Hainje, Rylan BUTLER",32,31,31.8,25.5,114.6,89.1,0.61,0.563,52,33.5,6.2,19.2,11.5,12.20%,3.30%,1.10%,14.20%
"34 Ray, Brennan USU",31,3,20.6,11.9,106.5,89.1,0.598,0.493,87.7,0,10.2,18.1,13.1,6.90%,2.30%,2.50%,27.30%
"35 Nicholson, Garik AAMU",29,24,22.8,16.1,80.7,89.1,0.411,0.364,38.2,0.6,8.7,16.8,11.3,4.70%,2.00%,3.40%,22.00%
"36 Wadood, Zakee ETNST",28,22,29.5,22.2,112.9,89.3,0.558,0.519,39.8,15.9,13.8,18.6,14.8,6.90%,3.00%,4.10%,13.60%
"37 Selvy, Daryan OU",36,3,23.4,16.2,104.3,89.3,0.511,0.479,23.4,13.1,9.2,13.8,10.4,8.40%,4.10%,2.50%,17.20%
"38 Gentry, Fred MCNEES",30,30,28.3,18.9,106.8,89.3,0.617,0.599,60.9,0,9,19.4,12.8,5.50%,2.20%,4.20%,20.30%
"39 Wise, Kelly MEM",32,25,30.3,17.9,107.9,89.3,0.58,0.568,44.4,0,12,22.4,15.9,7.20%,1.60%,4.80%,19.50%
"40 Fields, Bruce GARDWB",27,27,29.6,20.6,110.3,89.3,0.565,0.516,48.6,24.1,8.6,18,12.3,20.20%,4.10%,1.60%,18.30%
"41 Brown, Jaron PITT",35,34,29.5,18.5,104.4,89.4,0.552,0.526,37.9,9.5,10.6,13.4,10.9,14.70%,2.80%,2.00%,21.10%
"42 Warner, Calvin JKSNVL",29,25,28.4,28.3,95.5,89.5,0.512,0.481,31.2,16.5,10.5,21.6,14.6,9.80%,2.10%,6.20%,19.70%
"43 Massie, Chris MEM",36,20,21.7,21.5,112.3,89.5,0.568,0.562,65.3,0.4,18.2,22.7,18.8,7.70%,1.90%,2.00%,16.10%
"44 Vague, Jeremy USU",31,29,20.7,22.4,113.1,89.6,0.591,0.578,40.1,0.5,14.5,18.5,15.2,6.90%,1.20%,5.80%,14.40%
"45 Granger, Danny BRAD",29,17,24.9,26.3,103.4,89.7,0.53,0.45,50,6.9,12.5,21.7,15.8,8.30%,3.20%,11.30%,15.40%
"46 Jackson, Thomas BUTLER",32,32,33.3,22.9,116.7,89.7,0.566,0.529,30,38.8,1.9,11.7,6.1,29.70%,4.50%,0.50%,12.30%
"47 Moore, Nigel AAMU",29,19,22.3,23.1,104.4,89.7,0.559,0.524,25.3,22,9.3,14.3,10.5,7.10%,2.80%,1.20%,16.70%
"48 McElroy, Immanuel CIN",35,35,30.6,17.4,109.9,89.7,0.52,0.477,33.8,10.1,7.5,11.2,8.7,15.10%,1.50%,1.00%,15.10%
"49 Roberts, Rolan SIU",36,35,26.6,24.8,110.8,89.8,0.579,0.605,54.8,0,10.3,18.2,13.1,13.60%,2.50%,8.90%,13.10%
"50 Hayes, Anthony AAMU",29,9,20.7,20.2,101.9,89.8,0.581,0.549,35,13.3,7.7,14.9,10,8.20%,2.40%,2.00%,20.70%
"Dobbins, Tony RICH",35,14,24.7,26.7,96.7,89.8,0.49,0.424,50.7,21.5,10.1,16.4,12.2,10.70%,5.30%,1.30%,14.10%
"Adams, Kim ARKST",30,5,21.4,13.3,116.4,89.8,0.616,0.582,50.9,0,14.9,22,16.8,6.40%,3.40%,2.70%,21.60%
"Brown, Kenny STL",31,31,22.8,21.3,84.4,89.9,0.486,0.468,40,0,10.9,20.9,14.4,3.50%,1.40%,3.80%,22.80%
"Levett, Tyrone ALST",32,32,32.4,23.9,103.8,89.9,0.536,0.454,53.2,21.3,9.8,23.6,15.1,11.70%,1.80%,1.20%,17.50%
"Shimonovich, Haim HAW",33,33,28.5,14.8,110.7,89.9,0.541,0.497,63.3,2.4,9.2,17.5,12.4,18.70%,2.30%,6.80%,19.40%
"Boozer, Carlos DUKE",35,35,28.4,23.3,135.4,89.9,0.709,0.665,68.2,0.3,13.6,19.6,15.5,7.00%,1.60%,1.90%,12.50%
"Fields, Jerald ETNST",28,28,30.3,18.6,117.3,90,0.641,0.602,64.8,15.2,7.8,16.3,11,11.70%,2.70%,6.60%,18.50%
"Williams, Jermaine LSU",34,32,29.9,11.8,111,90,0.607,0.514,58.2,7.8,3.4,14.2,8.3,15.70%,4.50%,1.40%,24.00%
"Dabney, Eugene RUTG",30,21,16.3,17.7,104.7,90,0.533,0.504,29.8,0,9.7,13.1,10.3,9.00%,2.30%,8.30%,14.90%
"Watkins, Correy RADFRD",31,31,31.3,22.2,109.5,90,0.583,0.557,40.8,13.7,12.1,19.1,14.4,19.90%,2.90%,2.60%,19.80%
"Williams, Ed UNCWIL",33,31,28.2,21.7,103.3,90.3,0.537,0.502,46.2,10.4,10.4,17.1,12.7,11.60%,3.40%,2.00%,17.40%
"Cornette, Joel BUTLER",32,32,29.8,15.6,107.2,90.3,0.526,0.553,51.4,0,10.5,16.9,12.6,13.90%,2.20%,4.60%,17.90%
"Holmes, Dave MANH",29,26,28.3,24.5,94.1,90.4,0.478,0.421,54.5,29.7,11.1,19.7,13.8,7.80%,3.00%,2.70%,18.20%
"Williams, Andre OKST",32,0,15.9,15,93.5,90.4,0.482,0.505,83.5,1.1,13.9,16.3,14.1,4.90%,2.00%,5.80%,21.50%
"Sweetney, Mike GTOWN",29,28,30.4,26.7,118.8,90.4,0.645,0.567,70.9,0.3,12.6,20.9,15.3,11.90%,1.60%,4.80%,17.40%
"Tullis, Matt MARIST",28,19,24.4,21,109,90.4,0.529,0.461,49.5,1,10.1,17.9,13.1,11.10%,3.30%,7.40%,12.70%
"Bowie, Leighton COLCH",28,10,24.3,24.7,117.8,90.4,0.594,0.528,53.7,0.4,12.1,18.5,14.4,4.60%,1.40%,2.10%,12.00%
"Robinson, Brandon AUB",28,19,21.9,21.8,95.9,90.5,0.495,0.493,28,20.6,10.1,15.6,11.7,6.50%,3.20%,4.50%,14.00%
"Greene, Orien FLA",31,30,23.8,13.1,103,90.5,0.517,0.503,15.2,45.5,4.9,8.3,6,19.40%,4.70%,0.90%,24.10%
"Newton, Jeff IND",37,5,20.8,22.2,104.8,90.5,0.553,0.498,43.8,0.9,10.9,17.2,13,8.20%,1.80%,8.90%,17.50%
"Rothseiden, Rudy COLCH",28,16,17.9,15.4,91.7,90.7,0.515,0.526,32,0,11.1,12.7,11.1,6.80%,2.00%,5.40%,25.60%
"Davis, Jamaal CIN",34,33,26,15.7,109.3,90.7,0.549,0.517,31.3,10,10.2,11.1,9.8,8.90%,1.00%,1.00%,18.20%
"Porter, Mario RIDER",28,28,34.5,29,107.2,90.8,0.564,0.528,36.3,19.3,9.1,18,12.6,10.10%,3.20%,2.40%,13.50%
"Humphrey, Ryan ND",31,31,35.6,27.9,107,90.9,0.522,0.493,43.2,1.3,11.5,19.6,14.4,14.90%,1.70%,7.30%,12.10%
"Brewer, Raynell MCNEES",29,29,29.1,17.1,105.6,90.9,0.576,0.542,56.6,0.5,10.7,14.2,11.2,6.50%,1.70%,8.70%,20.00%
"Chatman, Mire UTPA",30,29,34.2,34.5,110.7,90.9,0.583,0.543,43.1,33.9,4.1,13.2,8,25.10%,5.50%,1.40%,14.40%
"Westmoreland, Joey TNTECH",34,34,23.7,17,117.7,91,0.613,0.564,52.8,42.2,11.1,16.9,12.9,17.10%,4.30%,1.00%,21.00%
"Baxter, Lonny MD",35,35,28.7,24.3,109.1,91,0.583,0.546,66.5,0.3,8.7,19.7,13.3,5.00%,1.80%,6.20%,14.20%
"Yancey, Jake UALR",23,18,19.9,19.4,108.9,91,0.627,0.596,76,0,11.5,18.8,14,9.10%,1.90%,7.30%,22.80%
"Jeffries, Jared IND",36,36,32.6,27,102.9,91.1,0.536,0.489,48.6,17.1,9.5,17.1,12.4,13.70%,2.80%,3.80%,16.90%
"Braun, Chris STL",31,1,20.5,22.8,92.9,91.1,0.506,0.459,30,16.4,6.2,18.1,11,4.40%,1.60%,3.30%,15.80%
"Davis, Josh WYO",31,30,27.3,21.8,111.3,91.1,0.564,0.545,44.8,16,10.4,21.9,14.9,12.20%,2.60%,5.30%,13.70%
"Ortiz, Stalin VALPO",33,1,22.2,23.9,109.2,91.1,0.565,0.557,45.8,40.6,6,14.2,9.1,7.70%,4.60%,0.10%,10.90%
"Penigar, Desmond USU",31,28,28.1,33.2,110.4,91.2,0.561,0.516,30.9,18.2,8.7,20.7,13.7,6.50%,0.80%,2.80%,10.70%
"Mulligan, Peter UMBC",28,27,32,27.1,103.5,91.2,0.507,0.433,41.3,20.1,7.5,17.9,11.6,20.40%,3.10%,1.20%,14.00%
"Tucker, Clay UWM",29,29,31.1,28.6,107.7,91.2,0.545,0.518,23.6,45,4.1,19.6,11.2,20.70%,4.00%,2.10%,12.70%
"Sloan, Chris STL",31,24,20.2,13.3,89.6,91.2,0.495,0.433,71.9,9,7.8,10.7,8.4,9.80%,3.60%,1.40%,26.80%
"Morris, Toree PITT",35,32,15.7,15.1,93.7,91.3,0.539,0.542,48.6,0,7.6,16.8,11.2,1.30%,0.70%,4.00%,20.30%
"Moore, Kendrick ORU",31,24,21.4,10.8,103.3,91.4,0.542,0.474,51.5,0,7.2,19.2,12.1,2.40%,1.00%,13.70%,18.50%
"Cole, Donald SHSU",28,21,30.3,26,103.1,91.5,0.589,0.527,49.1,26.6,7.2,26,15.9,6.10%,1.30%,3.90%,19.00%
"Collins, Billy BU",31,31,30,21.7,111.1,91.5,0.561,0.534,32.1,38.6,7.6,22.2,13.8,14.90%,2.60%,2.30%,14.00%
"Lufkin, Nate HC",33,31,22.3,19.6,100.6,91.5,0.506,0.477,39.6,2,14.5,16.5,14.2,9.20%,1.50%,7.00%,16.60%
"Campbell, Will UAB",30,30,31,21.3,103.9,91.6,0.567,0.544,55.6,0.4,10.8,20.2,14.2,7.60%,2.20%,4.60%,17.60%
"Jennings, Aaron NU",29,20,18.5,21.9,86.2,91.7,0.48,0.442,20,38.1,3.4,15.8,8.8,15.70%,2.00%,5.10%,19.20%
"Lee, David FLA",31,0,18,20.2,105.6,91.7,0.589,0.579,62.8,0,13.3,15.4,13,10.30%,2.00%,4.00%,22.30%
"Turiaf, Ronny GONZ",32,1,19.5,19.3,106.5,91.7,0.599,0.521,91.4,1.4,9.7,17.7,12.9,4.50%,1.10%,4.20%,21.60%
"Johnson, Chad PITT",35,1,17.2,17.5,90.9,91.7,0.453,0.414,38.1,31.7,7.5,11.4,8.7,13.20%,2.00%,2.90%,21.70%
"Hatten, Marcus SJU",32,32,36.7,30.3,99.5,91.7,0.493,0.434,40.6,36.6,3.1,13.1,6.9,28.60%,5.10%,0.90%,15.30%
"Collison, Nick KAN",37,36,26.8,24.7,113.6,91.7,0.603,0.595,35.3,1.9,13.7,17.2,14.5,10.80%,2.00%,7.40%,16.30%
"Powell, Carlos SCAR",37,9,15.7,21.9,102.1,91.7,0.53,0.497,31.8,31.3,5.9,15.3,9.5,7.90%,2.60%,0.80%,12.80%
"Finn, Sean DAYTON",32,32,17.7,20.1,115.9,91.7,0.588,0.596,48.8,0,13.8,20.3,16,5.40%,0.60%,8.60%,11.40%
"Pearson, Chris DAVDSN",31,31,29.2,21.6,99.3,91.7,0.562,0.547,26.7,11.1,10.6,19.9,14,4.40%,1.20%,4.70%,18.70%
"Douthit, Marcus PROV",30,14,17.8,21.9,73,91.7,0.444,0.433,26.8,0,7.3,19.6,12,14.10%,1.70%,10.80%,30.20%
"Logan, Steve CIN",35,35,34.1,29.8,124.5,91.8,0.607,0.538,41,42.6,1,8.3,4.4,31.90%,1.50%,0.00%,11.90%
"Williams, Jay DUKE",35,35,33.6,29.5,111.7,91.8,0.586,0.556,38,51.7,2.6,8.7,5.4,28.10%,3.40%,0.20%,17.10%
"Daniels, Marquis AUB",28,25,28.8,24.3,95.5,91.9,0.523,0.485,44.2,23.8,6.5,13.3,9,32.20%,3.80%,0.70%,24.20%
"Benton, Jason MANH",29,25,16.2,17.9,112.8,91.9,0.615,0.608,41.6,0,9.2,16.6,11.6,4.90%,2.60%,4.10%,15.90%
"Camara, Jules UK",32,18,17.2,19.5,99.3,92,0.519,0.494,19.8,4.7,8.7,16.3,11.4,7.00%,2.10%,7.90%,18.30%
"Grafs, Raitis VALPO",32,32,28.8,19.7,119.6,92,0.61,0.574,57.6,2.3,9.1,16.4,11.6,10.00%,2.10%,7.70%,12.90%
"Duhon, Chris DUKE",35,34,35.1,13.7,109.6,92,0.558,0.52,34,65.2,1.7,7.8,4.5,24.30%,3.50%,0.20%,24.70%
"Barton, Lubos VALPO",33,33,31,23.1,115.4,92,0.576,0.538,27.8,51.4,7,16.3,10.6,18.40%,3.40%,1.70%,13.40%
"Roller, Jamie GARDWB",27,27,17.7,15.6,97.5,92.1,0.516,0.452,61.9,15.2,8.1,19.5,12.8,8.00%,1.60%,3.40%,21.70%
"Fisher, Josh STL",30,25,25.4,17.7,87.4,92.1,0.496,0.471,23.3,47.7,0.9,9.4,4.7,26.90%,3.60%,0.80%,27.00%
"Bonner, Matt FLA",31,31,28.3,24,122.4,92.1,0.611,0.577,26.2,34.9,9.8,18.4,12.8,11.00%,1.50%,2.70%,11.00%
"Kinloch, Damien TNTECH",34,33,27.7,27.3,115.5,92.1,0.634,0.587,84.4,0.3,14.4,20.4,16.1,9.20%,2.20%,5.30%,18.00%
"Myles, Ellis LOU",32,30,27.8,18,98.2,92.1,0.53,0.519,104.3,1.1,12.9,21.3,16,10.50%,2.10%,3.80%,23.50%
"Bryant, Chauncey MCNEES",30,30,28.8,13.6,101.1,92.2,0.569,0.492,64.3,47.6,1.7,7.1,4,31.50%,4.60%,0.00%,33.10%
"Meade, Jave HC",33,33,34.3,15.3,91.1,92.2,0.453,0.403,44.4,34.8,2.7,10.8,6.1,31.20%,4.00%,0.20%,25.30%
"Likcholitov, L.F. VCU",32,32,28.1,19.8,102.1,92.2,0.545,0.515,67.5,0,9.8,16.8,12.3,6.40%,0.60%,7.80%,17.50%
"Robinson, Derek WKU",31,31,28.3,19.4,113.7,92.3,0.585,0.567,26,49.6,5.9,15,9.7,26.00%,2.50%,0.10%,20.60%
"Mims, Elvin SMISS",25,20,31.4,31.5,107.1,92.3,0.529,0.498,24.3,30.8,7.3,21.7,13,11.30%,2.70%,4.30%,7.80%
"Fuller, Hiram FRESNST",32,10,17.4,18.6,88.5,92.4,0.488,0.447,61.7,7.5,11.3,20.6,14.8,3.00%,1.40%,4.00%,22.10%
"Sparks, Patrick WKU",32,14,23.7,21.6,120.6,92.4,0.622,0.597,21.4,65.5,2.5,7.9,4.8,28.70%,3.50%,1.00%,17.10%
"Jones, James MIA",32,32,32.8,20.6,107.2,92.4,0.526,0.45,39.8,31.6,6.9,13.8,9.4,9.10%,2.40%,8.00%,11.80%
"Wilcox, Chris MD",36,26,24.1,24.2,109.1,92.4,0.529,0.503,43,0.6,12.3,17.6,13.8,11.10%,1.70%,5.60%,11.50%
"Pettway, Alvin ALST",32,32,30.8,22.2,104.5,92.4,0.559,0.51,89.2,0.4,9.8,15.3,11.4,6.70%,2.10%,2.30%,17.20%
"Petravicius, Marius SCAR",34,21,18.4,18.6,101.1,92.4,0.568,0.507,47.9,0,14.4,11.3,11.9,3.60%,2.60%,2.50%,23.10%
"Fordham, Sharif SJU",31,5,18.6,15.2,98.8,92.4,0.556,0.465,99,2,8.3,12.1,9.1,9.20%,4.80%,0.90%,24.90%
"Gellert, Andrew HARV",26,26,31.2,12.9,98.9,92.5,0.476,0.468,43.9,35.3,4.8,10.4,6.9,21.70%,4.60%,0.60%,20.60%
"Ward, Steve AAMU",29,7,26.7,22.5,103.6,92.5,0.502,0.479,25.8,68.8,3.4,8.9,5.4,12.90%,2.80%,1.10%,11.50%
"Diener, Travis MARQ",33,3,23.7,15.2,132.5,92.6,0.628,0.589,37.4,72.1,2.4,9.9,5.8,19.20%,3.00%,0.30%,11.50%
"Souchu, Karim FURMAN",31,10,28.2,30,95.6,92.6,0.496,0.482,23.3,39.2,4.6,16.3,9.7,10.00%,3.50%,0.60%,11.40%
"Onyekwe, Ugonna PENN",32,32,30.3,29.7,111.7,92.6,0.599,0.579,39.1,15,6.9,16.8,11.1,16.00%,2.40%,4.80%,11.90%
"Jackson, Corey NEV",29,29,28,17.7,105.3,92.6,0.558,0.55,71.4,0.5,15.3,27.2,19.2,3.70%,2.50%,1.00%,19.20%
"Coleman, Tim HARV",26,26,27,22,92.6,92.6,0.454,0.429,21.1,7.3,9.5,21.9,14,5.70%,2.20%,2.10%,12.70%
"Axani, Sean RUTG",31,10,16.4,12.9,95.8,92.6,0.455,0.431,22.2,3.7,9.9,9.8,8.9,7.70%,2.60%,4.50%,16.80%
"Detrick, Jason OU",36,6,20.9,23.7,107.4,92.6,0.514,0.44,40.7,29.7,6.7,11.8,8.4,10.40%,3.30%,1.40%,13.20%
"Stephanenkov, Sergey DSU",28,22,26.8,20.2,90.5,92.7,0.462,0.444,16.4,57.5,7.5,18.2,11.6,17.00%,2.80%,4.40%,19.60%
"Freeman, Courtland GTOWN",30,2,17.3,15.4,90.6,92.7,0.425,0.394,39.8,15.4,7.9,15,10.6,10.20%,1.80%,5.30%,17.70%
"Nagys, Tomas CLEM",30,0,15,17.1,102.5,92.7,0.562,0.478,93.5,16.3,11.3,20.1,14.5,4.60%,2.30%,11.00%,22.60%
"Fobbs, Eddy SHSU",28,17,15.2,18.9,91.2,92.7,0.502,0.455,82.2,0,10.7,14.7,12,4.10%,1.50%,11.80%,21.60%
"Diggs, A.J. CAL",32,6,16.5,13.7,88.6,92.7,0.516,0.461,68.4,14.5,3.6,9,5.8,16.60%,5.30%,0.00%,31.30%
"Brown, Devin UTSA",28,23,32.3,28.4,106.6,92.7,0.524,0.459,49.3,30.6,6.8,20.2,12.3,19.20%,2.90%,0.60%,13.60%
"Myrda, Wojciech LAMON",32,32,25.4,23.1,101.8,92.8,0.546,0.525,58.6,0,11.5,18.1,13.7,4.90%,0.70%,19.70%,16.40%
"Terrell, Anthony UNCWIL",33,25,17.1,19.9,117.6,92.8,0.607,0.569,57.9,2.1,11.5,18.7,13.9,7.60%,1.80%,2.90%,13.70%
"Savtchenko, Andrey RADFRD",31,31,30.9,26.1,108.6,92.8,0.557,0.519,73,0.3,14.7,20,16,4.20%,1.00%,4.20%,13.90%
"Sales, Brooks NOVA",32,30,34.3,16.6,110.3,92.8,0.614,0.541,69.7,1,12.6,17.5,13.8,13.80%,1.90%,4.40%,24.90%
"Ozier, Stevin SFA",28,22,20.7,18.9,106.2,92.9,0.549,0.51,52.1,2.7,12.5,16.3,13.2,5.50%,2.80%,4.70%,15.90%
"Wright, Ricky NOVA",32,31,30.3,24.2,107.1,92.9,0.582,0.528,52.1,0,11.1,18.5,13.7,13.70%,1.90%,3.10%,19.10%
"Wiggins, Chris GARDWB",27,1,15.4,22.4,114.4,93,0.602,0.575,21.6,69.5,6,8.8,6.9,13.40%,4.40%,1.40%,14.10%
"Zimmerman, Derrick MSST",35,35,32.7,17.2,102.1,93,0.577,0.555,63.8,15.6,3.7,9.9,6.4,32.50%,3.80%,2.60%,30.40%
"Henderson, Ray CLEM",30,30,23.6,16.5,110,93,0.571,0.546,38.3,0,12.3,26.9,18,2.60%,0.90%,14.80%,16.10%
"McGhee, Aaron OU",36,36,28.1,27.3,118.5,93.1,0.551,0.482,40.6,14.7,11.1,19.1,13.7,7.60%,1.20%,2.90%,9.10%
"Hernandez, Alex GONZ",33,2,17.9,17,111.5,93.2,0.557,0.507,48.3,10.5,9.8,12.6,10.4,11.10%,2.60%,0.30%,17.20%
"Thues, James SYR",36,18,31.3,12.3,94.5,93.2,0.498,0.477,36,24.6,2.1,7.8,4.4,25.80%,5.10%,1.10%,30.30%
"Romero, Hector UNO",28,28,36.1,29.5,106.2,93.2,0.581,0.508,62.7,10.2,10.7,22.6,15.6,13.50%,2.00%,2.50%,18.70%
"Temple III, Collis LSU",21,18,28.2,25.7,107.3,93.2,0.573,0.521,33.2,48.6,5.4,18.8,11.4,17.10%,2.10%,0.80%,16.90%
"Humbert, Jason EWU",28,19,17.6,24.3,99.5,93.3,0.536,0.433,100,0.7,8.1,19.8,13.1,6.50%,2.80%,3.70%,17.20%
"Sargent, Jeremy UTM",28,27,27.2,23.2,109,93.3,0.561,0.513,64,0,10.4,21.8,14.5,6.20%,2.60%,9.90%,13.20%
"Strait, Eli GARDWB",27,6,15.4,20.4,95.2,93.3,0.439,0.382,49.6,55.7,6,11.4,8,22.10%,4.00%,0.00%,17.60%
"Lewis, Josh APSU",32,32,27.4,14.7,97.4,93.3,0.617,0.614,64.4,0,8,22.6,14.1,15.10%,2.30%,8.00%,33.40%
"Zeigler, Kenny FURMAN",27,16,19.9,20.6,96.4,93.3,0.493,0.423,63.4,2.8,11.6,19.9,14.7,6.50%,1.70%,2.60%,18.10%
"White, James FLA",30,2,20.5,18,93.7,93.3,0.488,0.479,23.7,40.8,4.8,10.6,7,14.00%,2.50%,3.00%,20.50%
"Gourde, Zach GONZ",33,33,27.2,25.3,102.9,93.4,0.556,0.536,42.2,1.2,8.4,16.5,11.8,8.00%,0.90%,3.60%,16.70%
"White, Ransom SFA",27,24,32.3,13.7,100,93.4,0.598,0.583,71.4,8.7,9.1,17.7,12.3,13.20%,3.30%,1.10%,28.80%
"Reed, Paul UCF",28,24,28.9,23.9,109.3,93.4,0.554,0.513,37.6,7,12.7,20.8,15.5,5.10%,2.70%,5.40%,13.50%
"Brown, Tony USU",31,31,34.8,21.2,125.9,93.4,0.654,0.609,31.5,55.3,1.6,8.3,4.7,29.90%,3.10%,0.60%,15.50%
"Poole, Chase STMARY",29,25,29.4,18.3,107.7,93.4,0.571,0.515,63.4,6.4,9.1,14.3,10.5,6.60%,2.60%,4.40%,16.50%
