,,,,,,,
Rank,Player,Cl,Ht,Pos,G,BLKS,BKPG
37,"Mitchell Watt, Buffalo (MAC)",Jr.,6-10,F,34,74,2.2
33,"John Flowers, West Virginia (AAC)",Sr.,6-7,F,33,74,2.2
35,"Greg Washington, Hofstra (CAA)",Sr.,6-10,F,33,73,2.2
31,"Aaric Murray, La Salle (Atlantic 10)",So.,6-10,C,32,73,2.3
22,"Jyles Smith, Savannah St. (Savannah St.)",Fr.,6-8,F,30,73,2.4
59,"Terrence Jones, Kentucky (SEC)",Fr.,6-8,F,38,72,1.9
29,"Jamell Harris, Eastern Mich. (MAC)",So.,6-8,F,31,72,2.3
51,"Isiah Brown, ETSU (ASUN)",Sr.,6-8,F,36,71,2
45,"JaMychal Green, Alabama (SEC)",Jr.,6-8,F,34,70,2.1
43,"Ryan Olander, Fairfield (MAAC)",Jr.,6-11,F,33,69,2.1
36,"Rhamel Brown, Manhattan (MAAC)",Fr.,6-6,F,31,68,2.2
92,"Alex Oriakhi, UConn (AAC)",So.,6-9,C,41,67,1.6
52,"Mike Muscala, Bucknell (Patriot)",So.,6-10,F,34,67,2
49,"Tyler Honeycutt, UCLA (Pac-12)",So.,6-8,F,33,67,2
42,"Alec Brown, Green Bay (Horizon)",Fr.,7-1,C,32,67,2.1
39,"Daniel Miller, Georgia Tech (ACC)",So.,6-11,C,31,67,2.2
61,"Robert Sacre, Gonzaga (WCC)",Jr.,7-0,C,35,66,1.9
54,"Terrence Jennings, Louisville (AAC)",Jr.,6-10,F,34,65,1.9
41,"Ryan Bacon, Saint Peter's (MAAC)",Sr.,6-6,F,31,65,2.1
66,"Patrick Hazel, Boston U. (America East)",Jr.,6-6,F,35,64,1.8
48,"Ralph Sampson III, Minnesota (Big Ten)",Jr.,6-11,F,31,63,2
38,"Marques Oliver, Delaware St. (MEAC)",So.,6-7,F,29,63,2.2
85,"Mason Plumlee, Duke (ACC)",So.,6-10,F,37,62,1.7
67,"Laurence Bowers, Missouri (Big 12)",Jr.,6-8,F,34,62,1.8
44,"T. Vazquez-Simmons, Canisius (MAAC)",Sr.,6-7,C,30,62,2.1
88,"Noah Hartsock, BYU (MWC)",Jr.,6-8,F,37,61,1.6
64,"Lavoy Allen, Temple (Atlantic 10)",Sr.,6-9,F,33,61,1.8
55,"Greg Somogyi, UC Santa Barbara (Big West)",Jr.,7-2,C,32,61,1.9
47,"Yannick Crowder, Florida A&M (MEAC)",Jr.,6-8,F,30,61,2
40,"Eric Griffin, Campbell (ASUN)",Jr.,6-8,F,29,61,2.1
68,"Sam McLaurin, Coastal Caro. (Big South)",So.,6-8,F,33,60,1.8
68,"Keith Clanton, UCF (C-USA)",So.,6-8,F,33,60,1.8
62,"Marcus Kitts, William & Mary (CAA)",Sr.,6-9,F,32,60,1.9
98,"Darrius Garrett, Richmond (Atlantic 10)",Jr.,6-8,F,37,59,1.6
72,"Peter 'PJ' Roberson, Grambling (SWAC)",So.,7-0,C,33,59,1.8
72,"DeAngelo Casto, Washington St. (Pac-12)",Jr.,6-8,F,33,59,1.8
56,"Julian Vaughn, Georgetown (AAC)",Sr.,6-9,F,31,59,1.9
46,"Tom Herzog, UCF (C-USA)",Sr.,7-0,C,29,59,2
79,"Javon McCrea, Buffalo (MAC)",Fr.,6-6,F,34,58,1.7
63,"Evan Fjeld, Vermont (America East)",Sr.,6-8,F,31,58,1.9
112,"Josh Harrellson, Kentucky (SEC)",Sr.,6-10,F,38,57,1.5
57,"Carleton Scott, Notre Dame (AAC)",Sr.,6-8,F,30,57,1.9
32,"D.J. Covington, VMI (Big South)",Fr.,6-9,F,25,57,2.3
97,"Tarik Black, Memphis (C-USA)",Fr.,6-8,F,35,56,1.6
75,"Juan Pattillo, Western Ky. (Sun Belt)",Sr.,6-6,F,32,56,1.8
53,"Gorgui Dieng, Louisville (AAC)",Fr.,6-10,C,29,56,1.9
115,"Chris Otule, Marquette (AAC)",Jr.,6-10,C,37,55,1.5
115,"Chris Hines, Alabama (SEC)",Sr.,6-8,F,37,55,1.5
94,"John Fraley, Austin Peay (OVC)",Jr.,6-9,C,34,55,1.6
77,"Kareem Maddox, Princeton (Ivy League)",Sr.,6-8,F,32,55,1.7
65,"Gregory Echenique, Creighton (MVC)",So.,6-9,C,30,55,1.8
58,"Deividas Busma, Idaho St. (Big Sky)",Sr.,7-0,C,29,55,1.9
124,"Dallas Lauderdale, Ohio St. (Big Ten)",Sr.,6-8,F,37,54,1.5
107,"Matthew Bryan-Amaning, Washington (Pac-12)",Sr.,6-9,F,35,54,1.5
100,"Mike Tisdale, Illinois (Big Ten)",Sr.,7-1,C,34,54,1.6
81,"Dario Hunt, Nevada (WAC)",Jr.,6-8,F,32,54,1.7
70,"Keith Wright, Harvard (Ivy League)",Jr.,6-8,F,30,54,1.8
70,"LaDaris Green, Kennesaw St. (ASUN)",So.,6-9,F,30,54,1.8
131,"Justin Greene, Kent St. (MAC)",Jr.,6-8,F,37,53,1.4
96,"Denzel Bowles, James Madison (CAA)",Sr.,6-10,F,33,53,1.6
60,"Kervin Bristol, Fordham (Atlantic 10)",Jr.,6-10,F,28,53,1.9
83,"Jon Ekey, Illinois St. (MVC)",Fr.,6-7,F,31,52,1.7
83,"Carson Desrosiers, Wake Forest (ACC)",Fr.,7-0,C,31,52,1.7
76,"Michael Green, Tennessee St. (OVC)",Fr.,6-9,F,30,52,1.7
172,"Roscoe Smith, UConn (AAC)",Fr.,6-8,F,41,51,1.2
172,"Charles Okwandu, UConn (AAC)",Sr.,7-0,C,41,51,1.2
141,"Ryan Kelly, Duke (ACC)",So.,6-11,F,37,51,1.4
135,"Chris Wright, Dayton (Atlantic 10)",Sr.,6-8,F,36,51,1.4
99,"Eli Holman, Detroit Mercy (Horizon)",Jr.,6-9,C,32,51,1.6
89,"Glenn Bryant, Arkansas (SEC)",So.,6-7,F,31,51,1.6
74,"David Ndoumba, Southeastern La. (Southland)",Sr.,6-7,F,29,51,1.8
132,"Damen Bell-Holter, Oral Roberts (Summit League)",So.,6-10,F,35,50,1.4
104,"Dane Miller, Rutgers (AAC)",So.,6-7,G,32,50,1.6
95,"Ken Horton, Central Conn. St. (NEC)",Jr.,6-6,F,31,50,1.6
86,"Howard Thompkins III, Georgia (SEC)",Jr.,6-10,F,30,50,1.7
117,"Jake Cohen, Davidson (SoCon)",So.,6-10,F,33,49,1.5
109,"Leon Powell, Southeast Mo. St. (OVC)",Jr.,6-7,F,32,49,1.5
101,"Mahamoud Jabbi, Binghamton (America East)",Sr.,6-7,F,31,49,1.6
101,"Eric Buckner, Georgia St. (CAA)",Jr.,6-10,F,31,49,1.6
101,"Ben Averkamp, Loyola Chicago (Horizon)",So.,6-8,F,31,49,1.6
105,"Bj Shearry, UC Riverside (Big West)",Jr.,6-7,F,31,48,1.5
105,"Kramer Knutson, Portland (WCC)",Sr.,6-9,C,31,48,1.5
87,"Jamie Vanderbeken, Iowa St. (Big 12)",Sr.,6-11,F,29,48,1.7
78,"Christopher Duncan, Alabama St. (SWAC)",Sr.,6-8,F,28,48,1.7
139,"Nikola Vucevic, Southern California (Pac-12)",Jr.,6-10,F,34,47,1.4
110,"Lucas Troutman, Elon (SoCon)",Fr.,6-10,F,31,47,1.5
110,"Marvelle Harris, Campbell (ASUN)",Fr.,6-6,F,31,47,1.5
93,"Bernard Toombs, Troy (Sun Belt)",Sr.,6-10,C,29,47,1.6
82,"Shane Walker, Loyola Maryland (MAAC)",Jr.,6-10,F,28,47,1.7
174,"Justin Harper, Richmond (Atlantic 10)",Sr.,6-10,F,37,46,1.2
138,"Jeff Brooks, Penn St. (Big Ten)",Sr.,6-8,F,33,46,1.4
129,"Brandon Webb, Prairie View (SWAC)",Sr.,6-7,F,32,46,1.4
118,"Andre Williamson, Appalachian St. (SoCon)",Jr.,6-7,F,31,46,1.5
90,"John Williams, UNC Asheville (Big South)",Sr.,6-4,F,28,46,1.6
90,"Eric Obeysekere, Holy Cross (Patriot)",So.,6-8,F,28,46,1.6
185,"Tyler Zeller, North Carolina (ACC)",Jr.,7-0,F,37,45,1.2
169,"Reggie Johnson, Miami (FL) (ACC)",So.,6-10,C,36,45,1.3
145,"Ricardo Ratliffe, Missouri (Big 12)",Jr.,6-8,F,34,45,1.3
142,"Jordan Williams, Maryland (ACC)",So.,6-10,C,33,45,1.4
136,"Bilal Dixon, Providence (AAC)",So.,6-8,C,32,45,1.4
125,"Andrew Nicholson, St. Bonaventure (Atlantic 10)",Jr.,6-9,F,31,45,1.5
125,"Trevor Mbakwe, Minnesota (Big Ten)",Jr.,6-8,F,31,45,1.5
125,"Quincy Acy, Baylor (Big 12)",Jr.,6-7,F,31,45,1.5
112,"Naofall Folahan, Wagner (NEC)",Fr.,6-11,C,30,45,1.5
112,"Presano Bell, South Carolina St. (MEAC)",Jr.,6-8,C,30,45,1.5
155,"Gary McGhee, Pittsburgh (AAC)",Sr.,6-11,C,34,44,1.3
134,"Gary Flowers, Southern Miss. (C-USA)",Sr.,6-8,F,31,44,1.4
120,"Djibril Thiam, Wyoming (MWC)",Sr.,6-10,F,30,44,1.5
80,"Demarquelle Tabb, Alabama A&M (SWAC)",So.,6-5,F,26,44,1.7
213,"Markieff Morris, Kansas (Big 12)",Jr.,6-10,C,38,43,1.1
213,"Darius Miller, Kentucky (SEC)",Jr.,6-7,F,38,43,1.1
179,"Baye Moussa Keita, Syracuse (AAC)",Fr.,6-10,C,35,43,1.2
163,"Jordan Henriquez-Roberts, Kansas St. (Big 12)",So.,7-0,C,34,43,1.3
163,"Frank Hassell, Old Dominion (CAA)",Sr.,6-9,F,34,43,1.3
163,"Yancy Gates, Cincinnati (AAC)",Jr.,6-9,F,34,43,1.3
150,"Dino Gregory, Maryland (ACC)",Sr.,6-7,F,33,43,1.3
144,"Preston David, McNeese (Southland)",Sr.,6-10,C,32,43,1.3
130,"Nick Pascale, Colgate (Patriot)",Jr.,6-10,C,30,43,1.4
224,"Andre Roberson, Colorado (Big 12)",Fr.,6-7,G,38,42,1.1
200,"Antwaine Wiggins, Col. of Charleston (SoCon)",Jr.,6-7,F,36,42,1.2
200,"Justin Manns, Kent St. (MAC)",Jr.,6-11,C,36,42,1.2
176,"Delvon Roe, Michigan St. (Big Ten)",Jr.,6-8,F,34,42,1.2
176,"Keaton Nankivil, Wisconsin (Big Ten)",Sr.,6-8,F,34,42,1.2
176,"Chad Gray, Coastal Caro. (Big South)",Sr.,6-7,F,34,42,1.2
158,"Richie Gordon, Western Caro. (SoCon)",Sr.,6-9,F,33,42,1.3
143,"Ryan Rossiter, Siena (MAAC)",Sr.,6-9,F,31,42,1.4
128,"Maurice McNeil, Houston (C-USA)",Sr.,6-9,F,29,42,1.4
221,"Tony Mitchell, Alabama (SEC)",So.,6-6,F,37,41,1.1
189,"John Fields, Tennessee (SEC)",Sr.,6-9,F,34,41,1.2
189,"Victor Davila, Virginia Tech (ACC)",Jr.,6-8,F,34,41,1.2
146,"Melsahn Basabe, Iowa (Big Ten)",Fr.,6-7,F,31,41,1.3
121,"Chris Singleton, Florida St. (ACC)",Jr.,6-9,F,28,41,1.5
121,"Cameron Moore, UAB (C-USA)",Jr.,6-11,F,28,41,1.5
121,"Chris Gaston, Fordham (Atlantic 10)",So.,6-7,F,28,41,1.5
209,"Scott Saunders, Belmont (ASUN)",Jr.,6-10,C,35,40,1.1
198,"Michael Morrison, George Mason (CAA)",Jr.,6-9,F,34,40,1.2
169,"Vander Joaquim, Hawaii (WAC)",So.,6-10,C,32,40,1.3
169,"Antwan Burrus, Liberty (Big South)",So.,6-6,F,32,40,1.3
156,"Demond Watt, A&M-Corpus Christi (Southland)",Sr.,6-7,F,31,40,1.3
140,"Kamil Svrdlik, Fairleigh Dickinson (NEC)",Sr.,6-8,F,29,40,1.4
119,"Cleveland Melvin, DePaul (AAC)",Fr.,6-8,F,27,40,1.5
108,"Jason Holmes, Mississippi Val. (SWAC)",Sr.,6-9,F,26,40,1.5
240,"Trent Wiedeman, Col. of Charleston (SoCon)",Fr.,6-8,F,37,39,1.1
219,"Aziz N'Diaye, Washington (Pac-12)",So.,7-0,C,35,39,1.1
219,"Ryan Broekhoff, Valparaiso (Horizon)",So.,6-6,G,35,39,1.1
207,"Alex Stepheson, Southern California (Pac-12)",Sr.,6-10,F,34,39,1.1
207,"Delroy James, Rhode Island (Atlantic 10)",Sr.,6-8,F,34,39,1.1
183,"Danny Thompson, Mt. St. Mary's (NEC)",Jr.,6-7,F,32,39,1.2
183,"Marshon Brooks, Providence (AAC)",Sr.,6-5,F,32,39,1.2
166,"Kevin Thompson, Morgan St. (MEAC)",Jr.,6-9,F,31,39,1.3
166,"Assane Sene, Virginia (ACC)",Jr.,7-0,C,31,39,1.3
166,"Stephen Lumpkins, American (Patriot)",Jr.,6-8,F,31,39,1.3
151,"Chris Udofia, Denver (Sun Belt)",Fr.,6-6,F,30,39,1.3
151,"C.J. Leslie, NC State (ACC)",Fr.,6-8,F,30,39,1.3
151,"Andre Almeida, Nebraska (Big 12)",Jr.,6-11,C,30,39,1.3
151,"Ben Aird, Utah Valley (Utah Valley)",Fr.,6-9,C,30,39,1.3
239,"Alejo Rodriguez, Iona (MAAC)",Sr.,6-8,F,36,38,1.1
229,"Reggie Keely, Ohio (MAC)",So.,6-8,F,35,38,1.1
218,"Draymond Green, Michigan St. (Big Ten)",Jr.,6-7,F,34,38,1.1
193,"Brandon Wiley, Idaho (WAC)",Sr.,6-6,F,32,38,1.2
193,"Jamee Jackson, Quinnipiac (NEC)",So.,6-7,F,32,38,1.2
193,"Scooter Gillette, Niagara (MAAC)",So.,6-8,F,32,38,1.2
193,"Jorge Brian Diaz, Nebraska (Big 12)",So.,6-11,C,32,38,1.2
193,"Lenny Daniel, CSUN (Big West)",Sr.,6-7,F,32,38,1.2
181,"Godwin Okonji, Loyola Marymount (WCC)",Fr.,6-8,F,31,38,1.2
181,"William McClure, Central Mich. (MAC)",Sr.,6-7,C,31,38,1.2
160,"Herb Pope, Seton Hall (AAC)",Jr.,6-8,F,30,38,1.3
160,"Will Felder, Saint Francis (PA) (NEC)",So.,6-6,F,30,38,1.3
160,"Sean Carter, Massachusetts (Atlantic 10)",Jr.,6-9,F,30,38,1.3
148,"Braxton Dupree, Towson (CAA)",Jr.,6-8,F,29,38,1.3
228,"Danny Stewart, Rider (MAAC)",Fr.,6-7,F,34,37,1.1
204,"John Puk, Albany (NY) (America East)",Fr.,6-10,C,32,37,1.2
204,"Trevor Ottley, Middle Tenn. (Sun Belt)",Sr.,6-9,F,32,37,1.2
204,"B.J. Monteiro, Duquesne (Atlantic 10)",Jr.,6-5,G,32,37,1.2
147,"Bo Amusa, Alabama A&M (SWAC)",Sr.,6-6,F,28,37,1.3
133,"D,J. Cunnigham, UNC Asheville (Big South)",So.,6-10,C,26,37,1.4
236,"Tai Wesley, Utah St. (WAC)",Sr.,6-7,F,34,36,1.1
236,"Terrance Henry, Ole Miss (SEC)",Jr.,6-10,F,34,36,1.1
236,"Andres Diaz, North Florida (ASUN)",So.,6-7,F,34,36,1.1
216,"Malcolm White, LSU (SEC)",Jr.,6-9,F,32,36,1.1
216,"Ian Hummer, Princeton (Ivy League)",So.,6-7,F,32,36,1.1
191,"Jackie Carmichael, Illinois St. (MVC)",So.,6-9,F,30,36,1.2
175,"James Hollowell, Eastern Ill. (OVC)",So.,6-5,F,29,36,1.2
157,"James Vincent, Georgia St. (CAA)",So.,6-10,C,28,36,1.3
235,"Nick Winbush, Miami (OH) (MAC)",Sr.,6-7,F,33,35,1.1
215,"Greg Smith, Fresno St. (WAC)",So.,6-10,C,31,35,1.1
200,"Tremayne Johnson, Eastern Wash. (Big Sky)",Jr.,6-7,F,30,35,1.2
200,"Erik Etherly, Loyola Maryland (MAAC)",So.,6-7,F,30,35,1.2
187,"Rory Spencer, Ga. Southern (SoCon)",Sr.,6-8,F,29,35,1.2
187,"Matt Hodgson, Southern Utah (Summit League)",So.,6-11,C,29,35,1.2
137,"Du'Vaughn Maxwell, High Point (Big South)",Fr.,6-6,F,25,35,1.4
250,"Alexander Starling, Bethune-Cookman (MEAC)",Sr.,6-6,F,33,34,1
250,"Joshua Smith, UCLA (Pac-12)",Fr.,6-10,C,33,34,1
234,"Tony Bishop, Texas St. (Southland)",Sr.,6-6,F,32,34,1.1
225,"Justin Reynolds, A&M-Corpus Christi (Southland)",Sr.,6-8,F,31,34,1.1
225,"J'mison Morgan, Baylor (Big 12)",Jr.,6-11,C,31,34,1.1
225,"Darin Mahoney, Weber St. (Big Sky)",Jr.,6-8,F,31,34,1.1
211,"Elton Frazier, Canisius (MAAC)",Sr.,6-6,F,30,34,1.1
211,"Cliff Ederaine, Eastern Wash. (Big Sky)",Jr.,6-7,F,30,34,1.1
199,"Storm Warren, LSU (SEC)",Jr.,6-7,F,29,34,1.2
186,"Joe Efese, Central Conn. St. (NEC)",So.,6-6,F,28,34,1.2
149,"Sean Thurston, Jacksonville St. (OVC)",Sr.,6-7,F,26,34,1.3
248,"Brad Reese, Texas Tech (Big 12)",Sr.,6-6,F,32,33,1
248,"Edward Daniel, Murray St. (OVC)",So.,6-7,F,32,33,1
233,"Jason Washburn, Utah (MWC)",So.,7-0,C,31,33,1.1
210,"George Valentine, Winthrop (Big South)",Sr.,6-8,F,29,33,1.1
246,"Andre Coimbra, Central Mich. (MAC)",Jr.,6-9,F,31,32,1
246,"Johathan Brooks, Charleston So. (Big South)",Jr.,6-7,F,31,32,1
232,"Brian Benson, New Hampshire (America East)",Jr.,6-9,F,30,32,1.1
244,"Kyle Davis, Southern Utah (Summit League)",Fr.,6-8,F,30,31,1
244,"Robert Covington, Tennessee St. (OVC)",So.,6-8,F,30,31,1
222,"Augustine Rubit, South Alabama (Sun Belt)",Fr.,6-6,C,28,31,1.1
222,"Kashief Edwards, Niagara (MAAC)",Jr.,6-6,F,28,31,1.1
192,"Jeron Trotman, Centenary (LA) (Summit League)",So.,6-5,F,26,31,1.2
242,"Kevin Thomas, Tulane (C-USA)",Fr.,6-9,F,28,29,1
242,"Javier Carter, South Alabama (Sun Belt)",So.,6-6,F,28,29,1
241,"Maurice Sutton, Villanova (AAC)",So.,6-11,F,27,28,1
230,"D'walyn Roberts, Texas Tech (Big 12)",Sr.,6-7,F,26,28,1.1
230,"Kyle Casey, Harvard (Ivy League)",So.,6-7,F,26,28,1.1
158,"Scottie Farrington, Louisiana (Sun Belt)",Jr.,6-7,F,22,28,1.3
180,"Michael Starks, Alcorn (SWAC)",Fr.,4-0,F,22,27,1.2
